SURID	NEWS	BEAUTY	MUSIC	FITNESS	RELIGION	SCIENCE	LITERARY	SPORTS	EARLY	MORNING	DAYTIME	PRIME	EVENING	LATE	COMEDY	SOAPS	GENERAL	LEGAL	MEDICAL	MOVIES	VARIETY	NEWSSHOW	KIDS	INFO	ACTION	GAME	MVIDEO	MYSTERY	SPORT	TALK	WEIGHT	THIGHS	BUTTOCKS	HIPS	STOMACH	LEGS	WAIST	TONE	EARS	LIPS	WRISTS	HANDS	FOREHEAD	NECK	CHIN	FEET	BUST	MACS1	MACS2	MACS3	MACS4	MACS5	MACS6	MACS7	MACS8	MACS9	MACS10	MACS11	MACS12	MACS13	MACS14	MACS15	MACS16	MACS17	MACS18	MACS19	MACS20	MACS21	MACS22	MACS23	MACS24	MACS25	MACS26	MACS27	MACS28	MACS29	MACS30	MACS31	MACS32	MACS33	DIET1	DIET2	DIET3	DIET4	DIET5	DIET6	DIET7	DIET8	DIET9	DIET10	DIET11	DIET12	DIET13	DIET14	DIET15	DIET16	DIET17	DIET18	ASSESS	AGE	CLASS	ANXIETY	GOODDIET	TOTMAC	APPROVE	CONTROL	RIGID	TOTTV
1	1	4	0	1	3	0	0	0	1	5	3	3	2	1	7	0	1	0	0	1	0	0	1	1	0	1	1	0	0	1	0	1	1	0	1	3	0	1	0	0	0	1	0	0	0	0	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	2	0	3	0	4	0	4	0	3	0	0	0	2	0	0	4	2	3	3	9	30	35	7	7	21	15
2	2	4	4	4	1	0	0	2	0	0	0	0	2	0	2	1	1	1	0	2	0	1	0	0	1	0	7	3	2	1	2	1	1	1	3	2	3	2	0	0	0	0	0	1	1	0	0	1	3	1	1	1	2	2	2	1	4	1	1	1	4	1	1	1	1	2	3	3	1	2	1	1	2	1	1	3	1	1	1	1	1	0	1	0	4	2	4	0	0	3	2	4	4	0	2	1	1	4	5	3	2	17	18	53	7	12	34	2
3	2	5	6	4	4	1	2	5	0	0	1	3	2	1	6	0	1	0	1	1	0	1	0	1	0	0	7	0	0	1	4	4	4	2	4	4	4	2	0	0	2	2	1	2	2	1	3	2	5	3	4	4	5	2	5	5	4	5	5	4	5	5	5	4	4	4	3	4	2	4	2	3	3	5	4	2	2	4	5	2	3	3	1	0	3	3	3	0	2	3	2	2	1	0	2	0	0	2	6	3	3	41	21	125	26	25	74	7
4	4	6	4	4	1	0	4	2	0	0	1	1	3	3	7	4	6	6	0	2	4	0	2	0	0	1	7	3	0	2	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	1	0	2	4	3	4	1	4	1	1	33	5	3	4	1	1	3	1	3	1	1	1	2	1	3	2	1	3	4	1	3	2	1	1	1	2	2	1	0	1	2	4	0	3	4	1	1	0	0	2	1	1	3	1	2	2	5	19	102	14	21	67	8
5	4	5	5	2	6	2	2	4	0	0	1	2	2	1	7	4	6	6	5	1	4	0	2	0	0	1	7	3	3	2	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	4	3	4	1	4	1	1	3	5	3	4	1	1	3	1	3	1	1	1	2	1	3	2	1	3	4	1	3	2	1	1	1	2	3	1	0	3	2	3	0	3	3	1	1	0	0	2	1	2	4	NA	3	2	4	22	72	14	21	37	6
6	2	2	2	2	3	2	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4	2	0	0	1	0	0	0	4	2	5	5	NA	5	5	5	4	5	4	5	5	5	5	5	5	5	5	5	5	3	5	3	5	5	3	5	3	3	1	5	3	4	3	1	1	0	0	3	2	0	0	0	0	4	4	2	0	4	0	4	1	4	4	4	41	14	139	20	30	89	1
7	5	3	4	4	4	2	3	2	0	0	1	1	0	0	1	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	2	1	2	2	2	1	2	1	2	1	3	4	2	2	2	3	1	2	1	2	3	2	2	3	3	2	2	NA	2	2	3	2	3	0	2	2	4	0	2	2	2	2	1	0	2	1	3	3	2	4	3	7	23	62	11	14	37	2
8	2	4	2	2	0	2	2	4	0	1	2	2	1	0	2	1	1	0	1	2	0	0	0	0	1	0	1	0	0	1	2	3	2	3	3	3	3	2	0	0	0	1	0	0	0	0	1	4	4	1	5	2	4	2	2	4	5	4	4	1	1	4	2	1	4	2	2	4	2	4	4	1	4	5	1	2	2	2	3	1	2	2	1	0	1	1	3	1	2	3	1	1	1	1	2	0	0	3	5	4	4	23	17	93	16	26	51	6
9	5	4	4	5	5	2	3	2	0	0	1	0	1	0	1	0	0	0	1	2	0	1	1	0	0	1	0	0	0	0	2	3	3	2	3	3	2	2	0	0	0	0	0	0	0	1	2	4	4	4	4	2	2	3	2	4	2	3	3	2	4	3	2	1	4	4	1	4	3	4	2	2	4	4	2	2	4	2	4	2	4	4	2	0	3	1	3	0	3	0	4	1	0	0	2	0	0	2	NA	4	4	23	27	97	20	20	57	2
10	4	6	4	5	2	2	1	0	0	0	1	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	3	3	3	3	4	3	4	4	0	0	1	2	0	0	1	0	3	3	3	1	4	4	5	4	4	3	4	3	5	4	3	5	4	1	5	1	1	4	1	5	4	2	4	2	1	3	3	1	3	4	3	0	1	0	3	4	1	0	0	0	4	4	2	0	3	1	4	2	3	4	4	34	17	104	11	26	67	2
11	4	5	6	2	2	1	2	3	0	0	1	1	1	0	2	2	2	0	1	2	1	0	0	0	0	1	1	0	1	1	2	2	2	3	2	2	2	3	1	2	0	1	1	0	0	0	2	2	2	3	5	1	2	1	1	4	5	3	4	1	2	4	1	1	3	2	1	2	2	2	4	1	4	4	3	2	3	3	4	1	3	2	2	0	3	1	3	0	3	3	2	0	0	0	2	0	0	2	3	2	2	25	22	83	19	24	40	3
12	4	5	5	1	3	1	2	2	0	2	2	2	1	1	2	0	1	0	0	3	2	2	1	1	1	2	2	0	1	2	4	3	2	1	2	2	4	3	1	1	2	3	1	3	3	2	2	4	3	2	4	3	4	2	4	2	5	4	2	1	1	4	4	2	3	2	1	4	2	2	2	3	4	2	1	2	3	1	4	3	1	4	4	2	1	3	4	1	4	3	4	1	1	0	2	2	1	2	6	4	4	39	26	90	15	23	52	8
13	5	4	3	4	6	2	2	4	1	0	1	1	1	1	2	0	1	0	1	2	1	1	0	0	0	1	0	1	1	1	1	2	2	1	1	0	0	0	0	0	0	1	0	2	0	0	1	4	2	2	5	1	2	1	1	1	1	3	2	1	4	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	3	1	4	4	4	0	4	1	3	0	4	1	4	0	0	0	4	0	0	4	1	4	4	11	35	52	10	11	31	5
14	4	6	6	4	3	2	3	2	0	1	2	1	1	1	3	0	1	1	1	2	1	2	0	2	0	1	3	0	2	3	3	2	3	2	4	1	4	3	0	0	0	0	0	1	1	0	2	4	4	2	4	2	4	5	2	3	4	3	4	2	2	3	2	3	2	3	3	4	2	4	2	2	4	2	2	2	3	2	4	1	3	4	2	0	2	2	3	0	4	4	3	2	1	0	3	1	2	3	4	3	3	26	27	95	15	23	57	6
15	5	6	5	3	NA	1	1	4	0	0	0	1	2	1	4	0	3	1	3	3	0	1	1	1	1	1	1	1	1	1	2	3	2	3	2	2	3	4	0	1	2	2	2	2	2	2	2	3	5	3	5	4	2	2	4	5	5	4	4	3	2	2	3	3	4	4	2	4	3	4	4	3	4	NA	3	3	3	2	4	3	1	1	2	0	2	2	1	0	1	2	2	3	2	0	3	1	2	2	4	4	4	36	15	109	18	24	67	4
16	4	5	5	4	1	1	2	2	0	0	2	2	1	0	1	0	1	1	1	0	1	1	0	1	0	0	1	0	0	2	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	4	2	4	3	3	4	2	1	3	1	5	3	1	4	1	1	1	3	1	3	1	1	2	1	3	2	1	2	3	2	4	1	1	1	2	0	3	2	1	0	1	2	1	2	0	0	3	2	0	1	NA	4	4	5	14	74	10	22	42	5
17	2	6	6	3	6	1	1	2	0	0	0	1	1	0	3	0	1	2	0	1	0	0	0	0	1	0	3	0	0	1	1	2	2	0	2	1	0	2	0	2	0	0	0	0	2	3	2	1	2	2	4	1	2	2	1	4	1	2	1	1	1	2	1	1	1	2	1	2	1	2	1	1	1	2	1	1	2	4	1	1	4	4	3	0	4	2	4	0	4	0	4	2	0	0	2	1	2	3	2	2	2	19	32	53	13	11	29	2
18	2	3	4	2	3	2	3	3	1	1	2	NA	2	1	2	0	1	1	0	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	0	0	0	1	0	0	0	1	2	1	2	1	2	2	4	1	2	1	3	1	2	1	1	1	4	1	4	1	2	4	1	3	1	1	2	3	1	3	NA	2	2	1	1	4	2	0	4	2	3	0	4	1	4	1	0	0	2	1	1	3	3	2	2	14	27	61	10	14	37	7
19	2	4	1	0	0	0	0	1	0	1	1	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	2	1	0	1	2	3	2	1	3	2	3	3	0	1	0	1	2	1	0	2	2	4	4	1	3	1	1	1	1	2	5	1	4	1	2	4	1	1	1	2	1	1	1	1	1	5	4	1	1	1	2	1	1	1	2	2	1	0	1	0	3	0	2	1	3	3	3	0	1	2	1	2	2	2	2	28	17	62	11	21	30	2
20	4	4	5	3	6	2	1	3	1	1	0	0	1	1	1	0	0	0	1	2	1	1	0	1	0	1	1	1	0	1	2	2	0	1	2	2	1	0	0	0	1	1	0	1	0	0	1	4	4	1	1	1	2	2	2	1	4	1	4	2	1	2	1	1	2	1	1	4	1	5	1	5	3	5	2	2	2	2	1	1	3	4	2	0	3	2	2	0	2	0	3	0	0	0	3	0	0	2	2	2	2	14	24	72	17	18	37	4
21	4	6	5	5	0	1	4	4	0	0	1	0	1	0	2	0	0	0	1	2	0	1	0	2	0	1	0	0	0	1	2	4	0	0	1	3	0	0	3	0	0	0	0	0	2	0	0	1	1	1	4	1	1	1	1	1	4	1	3	1	1	1	1	1	1	1	1	3	1	1	1	2	1	2	1	5	1	1	3	1	3	2	2	0	3	2	2	0	3	1	2	2	2	0	3	0	0	3	4	4	4	15	23	51	9	16	26	2
22	3	4	4	3	4	2	1	1	0	0	1	1	2	1	2	0	0	0	1	1	1	1	0	1	0	0	1	1	0	1	2	2	2	2	3	1	2	1	2	0	0	0	0	0	1	1	1	3	4	1	3	1	4	2	1	2	3	1	4	2	4	3	1	2	3	3	4	3	2	1	3	1	3	3	2	2	3	2	3	1	4	4	2	0	3	3	4	2	4	3	2	1	1	0	2	0	2	3	4	3	4	20	28	80	12	19	49	5
23	5	5	5	5	5	2	2	5	0	0	0	1	1	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	2	2	2	1	2	2	2	2	0	0	0	0	0	0	0	0	1	4	2	2	4	4	4	1	4	1	5	4	4	1	2	4	2	1	2	2	1	4	2	5	2	2	4	4	1	1	1	2	5	4	3	4	3	0	4	4	2	0	3	1	4	0	0	0	4	0	3	2	2	4	3	16	29	91	17	25	49	2
24	2	3	4	3	1	0	2	1	0	0	1	1	1	1	2	0	0	0	1	2	2	1	0	0	0	1	1	0	0	1	2	3	4	4	2	2	2	0	0	0	0	1	0	0	1	2	1	4	5	1	5	1	4	2	1	2	4	1	4	1	1	2	1	1	2	2	1	4	1	1	1	1	4	4	1	2	1	2	2	1	3	4	2	0	3	2	2	0	3	2	4	1	1	0	3	1	0	4	5	3	4	24	28	70	11	23	36	4
25	5	3	2	2	1	0	1	0	0	0	2	1	2	0	1	1	1	0	1	1	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	3	1	1	1	1	2	1	1	1	1	1	1	1	1	4	1	3	1	2	1	1	1	1	2	1	3	4	3	0	4	1	4	0	2	2	2	0	0	0	4	1	0	4	2	3	3	1	30	43	10	6	27	5
26	4	5	5	4	4	4	3	4	0	0	0	1	1	0	2	0	1	1	2	2	2	2	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	4	1	1	1	1	1	4	3	1	1	4	1	1	1	1	1	1	4	1	1	1	1	1	2	1	1	1	1	3	1	4	4	2	0	3	2	4	0	4	1	3	0	0	0	2	0	2	4	2	3	3	0	30	50	10	15	25	2
27	1	3	1	1	2	0	0	0	0	0	1	0	1	0	2	0	2	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	2	0	1	1	1	0	0	0	2	1	2	1	1	2	2	2	1	2	1	4	1	1	1	1	4	2	2	4	21	1	12	1	1	1	1	2	2	1	1	1	1	1	1	3	4	2	0	2	1	4	0	4	2	2	0	0	1	2	0	0	3	2	3	3	11	26	82	8	25	49	2
28	0	1	0	0	5	2	3	0	0	0	0	1	2	1	1	0	0	1	2	5	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	2	1	1	1	1	NA	3	3	1	2	2	3	1	2	1	1	5	2	1	1	63	1	1	1	1	1	1	1	1	1	1	3	2	1	1	2	4	1	0	2	0	4	0	2	0	4	0	0	0	1	0	1	2	1	4	4	6	22	111	8	12	91	4
29	4	5	2	3	2	0	0	3	0	0	1	0	0	1	1	1	0	0	0	1	0	1	0	1	1	1	1	1	1	1	4	4	3	2	2	4	3	3	0	4	3	1	0	0	1	1	1	2	4	3	5	5	5	4	3	4	5	5	5	5	4	5	3	1	4	3	2	5	3	2	4	2	5	4	1	5	3	2	5	4	4	2	1	0	2	4	1	0	0	0	4	2	2	0	4	3	2	1	6	3	3	36	19	122	20	30	72	2
30	6	6	6	6	5	4	5	4	0	0	2	0	2	1	3	0	1	1	1	0	1	1	0	0	0	0	1	1	0	1	3	4	3	3	2	3	2	2	3	3	1	2	1	1	2	1	3	4	5	3	5	4	4	2	3	4	5	1	5	3	4	3	2	3	4	4	2	5	2	3	4	3	4	4	4	4	3	2	4	4	2	1	2	0	3	NA	3	2	2	0	3	3	2	1	3	3	3	3	5	2	2	39	22	116	19	27	70	5
31	1	2	2	2	3	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	1	0	1	0	0	1	4	3	2	2	4	4	4	2	0	0	0	1	1	0	0	1	1	2	1	1	4	2	5	2	1	2	4	2	4	2	2	2	2	2	2	4	2	4	2	2	2	2	4	2	1	4	2	1	1	2	4	4	4	0	4	2	4	0	4	0	4	1	1	0	4	2	2	4	5	4	4	29	36	77	11	22	44	1
32	4	3	1	1	4	0	0	1	0	0	1	2	1	0	1	0	1	0	1	0	1	2	0	0	1	2	1	0	0	2	2	1	1	1	0	1	1	2	4	0	1	0	4	0	1	1	0	1	4	3	4	1	2	2	2	1	5	NA	2	1	1	1	2	1	4	1	3	2	1	1	1	4	1	3	1	1	1	1	3	1	2	4	3	1	2	2	3	0	0	2	1	0	1	0	2	1	2	1	2	3	3	20	18	62	13	15	34	4
33	2	3	2	1	4	0	0	2	0	0	2	1	2	0	1	0	0	0	1	1	0	1	1	1	1	1	0	1	0	2	2	1	1	1	0	1	2	0	0	0	0	4	0	0	0	2	4	1	1	3	2	1	2	3	2	1	5	2	2	1	1	4	1	1	2	3	1	2	1	3	1	4	2	4	1	2	1	1	2	1	2	3	3	1	4	0	3	0	1	0	3	0	0	0	2	1	2	3	2	3	3	18	24	64	16	17	31	5
34	0	5	3	1	4	0	0	2	0	0	0	0	1	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	3	3	3	3	3	3	3	2	0	0	0	0	0	0	0	0	0	1	1	1	2	1	4	4	1	1	4	1	1	1	1	5	1	1	5	2	2	4	1	4	1	2	1	2	1	3	2	1	4	1	2	4	3	0	3	3	3	1	2	0	4	1	0	0	2	3	1	4	2	5	4	23	27	67	9	17	41	1
35	5	2	2	2	4	0	1	1	0	0	0	1	1	0	2	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	3	1	3	0	3	0	0	0	0	0	0	0	0	0	0	0	1	1	4	4	1	1	1	1	1	4	2	1	1	2	1	1	1	1	2	1	3	1	1	1	3	1	1	1	1	1	1	1	1	3	4	3	0	3	1	3	0	3	0	3	0	0	0	2	0	2	3	2	5	4	10	27	49	13	14	22	2
36	2	5	5	4	4	1	3	4	0	0	0	1	2	0	3	0	0	2	1	1	0	1	0	0	0	0	1	0	0	1	3	2	1	1	3	1	2	3	0	0	0	1	0	0	0	0	1	2	4	1	4	4	2	2	3	4	4	2	4	2	2	4	2	1	4	3	2	4	2	2	2	1	4	4	1	2	2	2	2	1	2	3	1	0	2	4	2	0	1	2	1	1	1	0	4	3	2	2	3	2	2	18	18	85	13	24	48	3
37	4	6	6	5	4	1	3	3	0	1	2	0	2	2	1	2	1	0	1	2	0	0	0	0	1	0	1	0	1	1	3	3	3	3	3	2	4	3	0	3	3	1	1	0	0	0	3	4	5	4	5	4	2	2	4	1	5	4	4	2	5	2	1	4	2	4	1	4	1	2	2	1	4	2	1	2	4	1	4	4	3	2	1	0	1	2	2	0	3	0	4	4	2	0	3	1	2	3	2	3	2	35	22	97	14	24	59	7
38	4	5	5	5	6	4	4	4	0	0	0	1	0	0	2	0	0	0	0	NA	0	1	1	0	0	0	0	0	1	1	3	2	2	2	3	2	3	3	1	1	1	1	1	0	1	1	1	2	4	1	4	2	4	2	2	2	2	1	2	1	1	4	2	2	3	2	2	3	2	4	3	1	3	2	1	3	2	1	2	2	3	2	4	0	3	2	2	0	3	1	3	3	3	1	3	1	2	4	3	4	4	28	27	74	9	18	47	1
39	0	5	6	3	4	4	0	0	0	0	0	0	1	0	3	0	0	2	0	0	1	0	0	1	0	0	2	0	0	0	1	2	2	2	1	0	1	2	0	0	0	0	0	0	0	0	0	1	1	1	4	1	4	4	1	1	5	2	2	4	1	1	1	4	4	1	1	1	1	3	1	1	4	4	1	1	5	1	4	1	2	3	2	0	4	3	3	0	0	4	4	0	0	0	4	0	0	3	2	4	4	11	25	72	11	17	44	1
40	1	4	1	0	2	1	1	6	1	2	3	3	2	1	4	5	2	1	1	2	0	1	0	0	0	1	1	2	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	3	1	1	1	2	4	4	0	4	1	1	0	4	2	3	0	0	0	2	0	0	4	2	3	3	1	28	38	7	6	25	12
41	6	6	4	1	0	0	0	0	0	0	0	1	2	0	3	1	2	3	0	3	4	2	0	1	3	0	3	3	0	0	1	1	1	1	3	2	3	2	0	1	0	0	0	0	1	0	3	1	2	1	3	1	5	1	1	1	4	1	4	1	1	5	1	1	5	1	1	4	1	2	3	2	1	5	2	2	1	2	4	1	2	2	1	0	4	3	2	0	3	2	4	2	1	0	3	1	0	4	2	3	3	19	25	71	14	21	36	3
42	1	5	3	1	5	1	1	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	3	4	2	2	4	3	4	2	0	0	1	0	0	0	0	0	1	2	2	1	5	1	2	1	1	2	4	4	1	2	2	2	1	1	4	4	1	1	1	2	1	1	2	2	1	2	1	1	3	2	1	4	2	0	4	2	1	0	3	0	4	2	1	0	2	0	2	3	4	2	2	26	24	63	11	15	37	0
43	5	6	6	5	0	4	0	5	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	2	3	2	2	2	3	3	3	2	2	2	2	2	2	2	3	3	2	2	1	4	4	4	2	2	2	4	2	2	1	2	4	1	1	2	2	2	2	2	4	1	2	2	4	1	4	2	1	1	2	2	2	1	0	1	1	2	0	1	0	2	2	1	0	1	2	2	1	3	2	2	40	13	74	13	18	43	2
44	3	4	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	3	3	3	3	3	4	0	0	0	0	1	3	0	0	4	5	1	2	4	3	5	1	4	4	5	4	1	3	1	2	1	2	1	1	1	1	5	1	5	2	4	3	1	2	1	2	1	1	0	2	0	4	0	4	0	1	0	4	4	4	0	3	0	0	1	3	4	3	32	20	83	20	14	49	0
45	3	5	3	3	4	2	2	1	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	5	1	1	1	1	1	1	1	1	5	1	1	5	1	1	1	1	5	1	5	1	1	1	1	1	1	3	1	3	4	3	0	3	0	4	0	3	2	0	0	1	0	0	0	0	4	2	3	3	2	24	55	11	10	34	2
46	1	4	4	2	4	1	2	3	0	0	0	0	1	0	2	0	0	0	1	3	0	1	1	0	1	2	0	0	0	1	1	1	1	1	2	1	1	3	2	2	1	1	1	0	1	2	3	2	1	1	2	1	2	2	1	1	4	2	2	1	4	1	2	1	1	1	1	2	1	1	1	2	1	1	1	1	2	1	1	2	3	4	3	0	3	1	2	0	3	3	4	0	0	0	3	1	1	4	2	3	3	24	29	50	9	12	29	1
47	2	5	4	2	5	1	1	3	1	1	2	2	3	2	6	1	1	1	2	4	0	4	1	0	1	1	0	2	1	1	0	1	1	2	1	2	1	3	0	1	2	1	2	0	0	2	3	1	1	1	2	1	5	1	2	1	3	1	2	1	2	2	1	1	1	1	1	3	1	1	1	2	1	2	1	2	1	1	2	1	3	4	2	0	2	1	3	0	4	2	4	0	0	0	2	1	1	3	1	2	2	22	27	50	9	13	28	11
48	5	6	4	5	3	0	2	4	1	2	1	2	1	2	1	0	1	0	0	1	1	1	0	0	0	0	1	0	1	2	3	3	3	2	3	3	2	2	1	1	1	1	2	1	2	3	3	3	4	3	3	4	4	4	4	4	3	3	5	4	3	4	4	3	4	3	2	5	3	4	4	3	5	3	1	2	3	3	3	3	1	3	1	0	3	2	1	0	1	0	0	2	0	0	1	1	1	1	3	2	2	36	12	113	19	25	69	9
49	4	4	0	5	5	1	2	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	2	1	0	0	0	3	0	0	0	3	0	0	0	1	1	2	2	1	3	1	1	1	1	1	3	1	2	1	5	2	1	1	1	1	2	1	1	1	1	1	1	1	1	3	1	1	2	1	4	4	2	0	4	1	4	0	4	0	4	1	0	0	2	0	2	4	2	4	4	13	32	49	7	12	30	1
50	0	6	5	0	1	0	0	4	0	0	2	1	1	1	3	0	1	0	0	0	0	1	0	0	0	1	2	0	2	3	3	4	0	0	4	0	0	2	0	0	0	0	0	0	0	1	0	4	5	2	5	5	5	5	5	3	5	5	5	3	3	5	4	1	2	5	5	5	1	4	4	1	5	3	1	1	3	4	5	5	3	1	0	0	1	2	2	0	1	0	4	4	1	0	0	4	1	2	2	5	4	14	14	124	17	30	77	5
51	3	6	4	2	0	3	5	2	1	0	0	1	2	3	2	0	0	0	0	2	5	3	4	1	1	3	4	5	1	0	1	2	0	0	0	1	0	2	1	1	1	3	2	2	2	3	3	1	3	3	3	1	1	2	1	2	3	1	3	1	1	4	2	1	1	1	2	3	1	4	1	3	3	1	1	2	2	2	3	2	2	1	1	0	3	4	3	0	0	0	4	2	0	0	2	1	0	3	2	2	2	24	19	65	12	19	34	7
52	0	6	2	2	1	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	3	1	0	0	2	1	NA	0	1	4	0	4	1	3	2	2	2	0	1	1	1	1	4	5	1	2	1	1	1	2	1	1	1	2	1	1	1	1	1	4	1	1	1	1	1	1	1	5	5	5	1	4	4	4	3	0	2	2	0	0	0	0	4	0	0	0	4	2	1	4	1	3	3	23	25	61	12	13	36	1
53	5	4	3	4	1	0	0	2	0	0	1	0	1	1	2	0	2	0	0	2	0	2	0	0	0	1	1	0	1	1	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	4	1	4	2	4	5	1	4	4	4	4	2	1	2	2	1	1	2	1	2	1	4	4	1	1	2	1	2	2	1	1	1	3	1	2	0	3	2	4	0	3	0	4	3	1	0	3	0	0	4	4	5	4	34	27	73	11	17	45	3
54	0	4	3	3	0	0	2	3	0	0	0	1	1	1	2	0	1	0	1	0	0	1	1	0	1	0	1	0	0	3	3	4	2	1	2	3	1	0	0	0	0	1	0	0	0	0	1	1	3	1	4	1	2	3	2	3	5	1	5	1	2	1	4	1	1	3	1	5	1	2	1	1	4	4	1	2	1	1	3	4	0	1	0	0	3	0	4	0	0	0	2	4	4	0	2	1	0	2	4	2	2	18	14	75	10	24	41	3
55	5	3	4	4	2	5	5	2	0	0	2	1	1	1	2	0	1	0	2	3	1	2	3	2	0	1	4	1	1	3	2	2	1	2	0	3	2	3	0	0	0	0	0	0	0	3	3	3	4	3	5	5	2	1	1	1	4	1	5	1	4	4	1	1	2	2	1	1	4	2	5	1	1	4	1	2	2	5	3	1	1	1	2	0	3	1	3	0	2	3	4	4	2	1	2	1	0	1	2	2	2	21	19	83	19	20	44	5
56	4	5	4	3	2	1	2	0	0	0	1	1	2	2	2	0	2	0	0	3	1	0	0	0	2	0	2	1	0	0	3	4	4	4	3	4	3	3	2	2	2	3	2	2	2	2	4	3	4	3	4	4	4	2	2	2	4	4	4	4	4	3	3	4	3	2	3	2	3	3	1	1	3	2	2	3	5	3	1	1	NA	2	1	0	1	2	1	2	2	0	0	4	2	0	1	1	0	1	4	4	4	49	9	96	18	20	58	6
57	4	6	4	5	5	3	3	4	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	2	3	1	0	2	0	0	0	0	0	0	0	0	4	2	4	1	4	2	2	2	2	1	4	2	4	1	5	4	1	2	2	1	1	4	1	1	2	2	2	2	2	3	3	2	4	2	4	4	2	0	2	1	3	0	4	2	2	0	0	0	1	1	0	3	2	4	4	14	25	77	12	22	43	0
58	2	3	2	2	1	0	0	1	0	0	3	3	3	1	3	0	3	4	4	3	2	2	1	0	1	3	1	2	1	3	2	1	3	3	2	1	3	1	0	0	0	0	1	0	0	1	1	4	3	2	3	1	3	2	2	4	3	3	2	1	1	4	3	2	3	3	4	2	1	2	3	4	1	4	3	2	2	1	3	2	4	4	1	0	1	1	3	0	4	4	2	2	0	0	3	0	0	1	4	4	4	19	23	83	18	15	50	10
59	6	6	6	6	2	3	1	5	0	0	1	1	0	0	2	0	2	0	0	2	0	1	0	1	0	0	1	1	0	2	3	3	3	2	1	2	1	3	0	0	0	1	0	0	0	0	1	4	1	1	3	1	3	3	2	1	3	1	4	1	3	2	1	1	1	2	1	4	1	2	2	1	4	3	1	1	1	1	3	1	3	2	4	0	4	2	4	0	3	0	4	2	1	0	3	0	0	3	4	3	3	20	30	64	9	20	35	2
60	3	5	5	5	5	4	1	1	0	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	1	1	0	1	2	1	2	3	2	3	3	0	0	1	1	0	0	0	0	1	3	5	4	3	4	4	3	3	4	5	4	4	1	3	4	4	2	2	4	3	4	3	3	4	1	4	4	3	2	3	2	4	3	1	2	1	1	2	1	1	1	3	2	4	3	1	0	2	2	1	2	2	3	3	20	18	109	21	24	64	3
61	2	4	5	3	1	0	0	4	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	3	3	2	2	2	4	4	2	0	1	0	0	0	0	0	0	1	4	5	1	4	2	1	4	2	4	4	1	5	2	2	2	4	1	3	4	1	4	3	2	2	1	5	5	2	4	2	2	5	2	1	1	0	2	2	2	3	3	2	1	4	4	3	0	2	0	2	2	5	3	3	24	17	95	15	24	56	1
